*Resp. Cost Center,*Project Type,WBS: Reporting WBS,WBS: Reporting WBS Desc.|Time: Fiscal Year.Period,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022,1/1/2023,2/1/2023,3/1/2023,4/1/2023,5/1/2023,6/1/2023,7/1/2023,8/1/2023,9/1/2023,10/1/2023,11/1/2023,12/1/2023,1/1/2024,2/1/2024,3/1/2024,4/1/2024,5/1/2024,6/1/2024,7/1/2024,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,6/1/2025,7/1/2025,8/1/2025,9/1/2025,10/1/2025,11/1/2025,12/1/2025,Overall Result
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000021.01.01,ELECTRONIC BPO ADMIN,29579.00,26166.00,31419.00,31419.00,29385.00,31419.00,33454.00,29385.00,31419.00,44753.00,42719.00,-182745.00,32004.00,29846.00,37812.00,35588.00,33365.00,35588.00,35588.00,35588.00,35588.00,46698.00,48922.00,-177626.00,33529.00,31365.00,39532.00,34935.00,37234.00,37234.00,34935.00,39532.00,37234.00,97384.00,50567.00,-179046.00,37173.00,32582.00,40502.00,33959.00,41053.00,38688.00,36324.00,41053.00,36324.00,52022.00,-177329.00,49657.00,41053.00,36324.00,37388.00,40249.00,42685.00,35378.00,42685.00,40249.00,37813.00,6958.00,-178204.00,53582.00,42685.00,35378.00,38982.00,41856.00,41856.00,39348.00,44365.00,39348.00,41856.00,8638.00,-179178.00,57698.00,1452769.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000021.02.01,ELECTRONIC BPO OPERATIONS,40531.00,35277.00,41411.00,39683.00,37880.00,41233.00,41689.00,37880.00,41233.00,40489.00,39391.00,45052.00,37737.00,35952.00,44015.00,40449.00,38610.00,41999.00,40650.00,40449.00,41999.00,39416.00,41960.00,45852.00,38962.00,37174.00,45397.00,39872.00,41771.00,43321.00,40073.00,43669.00,43321.00,40678.00,43282.00,45336.00,41959.00,38168.00,46183.00,39053.00,44911.00,44508.00,41207.00,44911.00,42556.00,43764.00,44470.00,44571.00,45163.00,41258.00,43612.00,44247.00,46258.00,41775.00,46460.00,44247.00,43786.00,47064.00,43747.00,47812.00,46510.00,40477.00,44929.00,45575.00,45575.00,45053.00,47848.00,43503.00,47125.00,48452.00,42943.00,51211.00,3074581.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000030.01.01,CB POWER BILLING,73120.00,70790.00,74480.00,70819.00,65619.00,68728.00,71836.00,65619.00,72914.00,68728.00,71880.00,75240.00,59581.00,60951.00,67157.00,64256.00,61356.00,64256.00,64256.00,64256.00,68568.00,61357.00,70701.00,75781.00,61512.00,63003.00,69333.00,63343.00,66338.00,66339.00,63344.00,69334.00,70779.00,63343.00,72969.00,75220.00,63808.00,64564.00,70568.00,62046.00,71285.00,68207.00,65127.00,71286.00,69567.00,68206.00,74837.00,74008.00,71286.00,69438.00,66512.00,70238.00,73410.00,63895.00,73411.00,70239.00,71507.00,73410.00,73698.00,79121.00,73411.00,68206.00,68589.00,72332.00,72332.00,69066.00,75600.00,69066.00,76773.00,75599.00,72429.00,84482.00,4994666.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000031.01.01,PPC DAY/EXCEPTION & CORRESPONDENCE,77801.00,69061.00,77823.00,78327.00,74934.00,78327.00,81720.00,74934.00,78327.00,78327.00,75438.00,82224.00,74164.00,70304.00,82689.00,79736.00,76279.00,79736.00,79736.00,79736.00,79736.00,76279.00,80240.00,83697.00,69853.00,66293.00,77826.00,71839.00,75084.00,75084.00,71839.00,78330.00,75084.00,71839.00,75588.00,75588.00,82068.00,74438.00,86730.00,77079.00,88089.00,84419.00,80749.00,88089.00,80749.00,84419.00,84923.00,81253.00,88089.00,80245.00,81897.00,86841.00,90622.00,79281.00,90622.00,86841.00,83061.00,90622.00,83565.00,87345.00,90622.00,78777.00,84372.00,89336.00,89336.00,85443.00,93230.00,85443.00,89336.00,93230.00,82053.00,93734.00,5830769.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000032.01.01,BILL PRINT,51416.00,44945.00,50682.00,50682.00,48461.00,50682.00,52904.00,48461.00,50682.00,50682.00,48461.00,52904.00,47982.00,45784.00,53897.00,51632.00,49368.00,51632.00,51632.00,51632.00,51632.00,49368.00,51632.00,53897.00,49497.00,47294.00,55605.00,50927.00,53266.00,53266.00,50927.00,55605.00,53266.00,50927.00,53266.00,53266.00,53190.00,48519.00,56577.00,49921.00,57137.00,54732.00,52326.00,57137.00,52326.00,54732.00,54732.00,52326.00,57137.00,52326.00,53409.00,56319.00,58797.00,51364.00,58797.00,56319.00,53842.00,58797.00,53842.00,56319.00,58797.00,51364.00,55031.00,57954.00,57954.00,55402.00,60506.00,55402.00,57954.00,60506.00,52851.00,60506.00,3833316.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000034.01.01,QUALITY ASSURANCE & ANALYSIS,109472.00,95251.00,108077.00,108077.00,103111.00,108077.00,113044.00,103111.00,108077.00,108077.00,104622.00,115059.00,102604.00,97182.00,115331.00,110265.00,105199.00,110265.00,110265.00,110265.00,110265.00,105199.00,111776.00,117346.00,106041.00,100608.00,119208.00,108739.00,113974.00,113974.00,108739.00,119208.00,113974.00,108739.00,115485.00,115989.00,114326.00,103367.00,121402.00,106504.00,122657.00,117272.00,111888.00,122657.00,111888.00,117272.00,118784.00,113903.00,123161.00,111888.00,114311.00,120826.00,126372.00,109734.00,126372.00,120826.00,115280.00,126372.00,116791.00,122841.00,126876.00,109734.00,117942.00,124487.00,124487.00,118774.00,130199.00,118774.00,124487.00,130199.00,114573.00,132214.00,8224137.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000058.01.01,RRD ADMIN & SPPT,87770.00,75286.00,87888.00,87888.00,83008.00,87888.00,92768.00,83008.00,87888.00,87888.00,83008.00,92768.00,92389.00,87070.00,106699.00,101220.00,95741.00,101220.00,101220.00,101220.00,101220.00,95741.00,101220.00,106699.00,96091.00,90757.00,110882.00,99555.00,105218.00,105218.00,99555.00,110882.00,105218.00,99555.00,105218.00,105218.00,105087.00,93773.00,113289.00,97168.00,114647.00,108820.00,102994.00,114647.00,102994.00,108820.00,108820.00,102994.00,114647.00,102994.00,105616.00,112666.00,118667.00,100663.00,118667.00,112666.00,106665.00,118667.00,106665.00,112666.00,118667.00,100663.00,109545.00,116627.00,116627.00,110445.00,122808.00,110445.00,116627.00,122808.00,104264.00,122808.00,7439723.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000058.06.01,RCS RR STRATEGY & ANALYTICS,30667.00,26667.00,30214.00,30214.00,28841.00,30214.00,31587.00,28841.00,30214.00,30214.00,28841.00,31587.00,28568.00,27208.00,32228.00,30827.00,29425.00,30827.00,30827.00,30827.00,30827.00,29425.00,30827.00,32228.00,29525.00,28161.00,33307.00,30411.00,31859.00,31859.00,30411.00,33307.00,31859.00,30411.00,31859.00,31859.00,31819.00,28927.00,33916.00,29794.00,34264.00,32774.00,31284.00,34264.00,31284.00,32774.00,32774.00,31284.00,34264.00,31284.00,31954.00,33757.00,35291.00,30688.00,35291.00,33757.00,32223.00,35291.00,32223.00,33757.00,35291.00,30688.00,32959.00,34770.00,34770.00,33189.00,36350.00,33189.00,34770.00,36350.00,31609.00,36350.00,2292196.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000059.01.01,REVENUE COLLECTIONS - INACTIVE,69810.00,60449.00,69533.00,69533.00,66016.00,69533.00,72852.00,66516.00,70033.00,70033.00,66516.00,73568.00,65057.00,61577.00,74417.00,70833.00,67249.00,70833.00,70635.00,71333.00,71333.00,67749.00,71333.00,74935.00,67231.00,63746.00,76894.00,69494.00,73194.00,73194.00,69296.00,77394.00,73694.00,69994.00,73694.00,73712.00,68370.00,65496.00,78241.00,67713.00,79128.00,75323.00,71320.00,79628.00,72018.00,75823.00,75823.00,72036.00,78916.00,71306.00,73018.00,77622.00,81541.00,69784.00,81343.00,78122.00,74203.00,82041.00,74203.00,78140.00,81305.00,69548.00,75348.00,79973.00,79973.00,75936.00,83812.00,76436.00,80473.00,84510.00,72399.00,84528.00,5268610.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000059.02.01,FRAUD,33152.00,28828.00,32662.00,32662.00,31177.00,32662.00,34146.00,31177.00,32662.00,32662.00,31177.00,34146.00,30847.00,29379.00,34799.00,33286.00,31773.00,33286.00,33286.00,33286.00,33286.00,31773.00,33286.00,34799.00,31851.00,30380.00,35931.00,32807.00,34369.00,34369.00,32807.00,35931.00,34369.00,32807.00,34369.00,34369.00,34315.00,31195.00,36577.00,32131.00,36951.00,35344.00,33738.00,36951.00,33738.00,35344.00,35344.00,33738.00,36951.00,33738.00,34461.00,36405.00,38060.00,33095.00,38060.00,36405.00,34750.00,38060.00,34750.00,36405.00,38060.00,33095.00,35544.00,37497.00,37497.00,35792.00,39201.00,35792.00,37497.00,39201.00,34088.00,39201.00,2473526.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000059.03.01,OUTSIDE COLLECTION AGENCIES,1661.00,1444.00,1636.00,1636.00,1562.00,1636.00,1711.00,1562.00,1636.00,1636.00,1562.00,1711.00,1548.00,1474.00,1746.00,1670.00,1594.00,1670.00,1670.00,1670.00,1670.00,1594.00,1670.00,1746.00,1600.00,1526.00,1805.00,1648.00,1726.00,1726.00,1648.00,1805.00,1726.00,1648.00,1726.00,1726.00,1724.00,1568.00,1838.00,1615.00,1857.00,1776.00,1695.00,1857.00,1695.00,1776.00,1776.00,1695.00,1857.00,1695.00,1732.00,1829.00,1913.00,1663.00,1913.00,1829.00,1746.00,1913.00,1746.00,1829.00,1913.00,1663.00,1786.00,1884.00,1884.00,1799.00,1970.00,1799.00,1884.00,1970.00,1713.00,1970.00,124200.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000059.10.01,RRD PREMISE RESEARCH,38224.00,33238.00,37659.00,37659.00,35947.00,37659.00,39371.00,35947.00,37659.00,37659.00,35947.00,39371.00,35575.00,33881.00,40132.00,38387.00,36642.00,38387.00,38387.00,38387.00,38387.00,36642.00,38387.00,40132.00,36739.00,35042.00,41445.00,37841.00,39643.00,39643.00,37841.00,41445.00,39643.00,37841.00,39643.00,39643.00,39583.00,35985.00,42192.00,37064.00,42624.00,40771.00,38917.00,42624.00,38917.00,40771.00,40771.00,38917.00,42624.00,38917.00,39751.00,41994.00,43903.00,38176.00,43903.00,41994.00,40085.00,43903.00,40085.00,41994.00,43903.00,38176.00,41001.00,43254.00,43254.00,41288.00,45220.00,41288.00,43254.00,45220.00,39321.00,45220.00,2852936.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000060.01.01,CREDIT RISK,43240.00,37591.00,42762.00,42762.00,40760.00,42762.00,44765.00,40760.00,42762.00,42762.00,40760.00,44765.00,40361.00,38378.00,45697.00,43654.00,41611.00,43654.00,43654.00,43654.00,43654.00,41611.00,43654.00,45697.00,41754.00,39766.00,47269.00,43046.00,45157.00,45157.00,43046.00,47269.00,45157.00,43046.00,45157.00,45157.00,45099.00,40881.00,48157.00,42147.00,48663.00,46491.00,44319.00,48663.00,44319.00,46491.00,46491.00,44319.00,48663.00,44319.00,45296.00,47924.00,50162.00,43450.00,50162.00,47924.00,45687.00,50162.00,45687.00,47924.00,50162.00,43450.00,46761.00,49401.00,49401.00,47097.00,51705.00,47097.00,49401.00,51705.00,44792.00,51705.00,3248791.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000061.01.01,OUTBOUND TELEPHONE COLL,14219.00,11997.00,13967.00,13967.00,13204.00,13967.00,14730.00,13204.00,13967.00,13967.00,13204.00,14730.00,13043.00,12288.00,15075.00,14297.00,13519.00,14297.00,14297.00,14297.00,14297.00,13519.00,14297.00,15075.00,13566.00,12810.00,15665.00,14058.00,14861.00,14861.00,14058.00,15665.00,14861.00,14058.00,14861.00,14861.00,14836.00,13232.00,15999.00,13713.00,16192.00,15366.00,14539.00,16192.00,14539.00,15366.00,15366.00,14539.00,16192.00,14539.00,14911.00,15911.00,16762.00,14209.00,16762.00,15911.00,15060.00,16762.00,15060.00,15911.00,16762.00,14209.00,15468.00,16473.00,16473.00,15596.00,17349.00,15596.00,16473.00,17349.00,14719.00,17349.00,1069295.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000063.02.01,REVENUE PROTECTION,41749.00,37682.00,42899.00,42899.00,40879.00,42899.00,44920.00,40879.00,42899.00,42899.00,40879.00,44920.00,40453.00,38453.00,45833.00,43773.00,41713.00,43773.00,43773.00,43773.00,43773.00,41713.00,43773.00,45833.00,41838.00,39834.00,47395.00,43140.00,45268.00,45268.00,43140.00,47395.00,45268.00,43140.00,45268.00,45268.00,50307.00,40952.00,48282.00,42227.00,48792.00,46604.00,44415.00,48792.00,44415.00,46604.00,46604.00,44415.00,53898.00,44415.00,45400.00,48048.00,50302.00,43540.00,50302.00,48048.00,45794.00,50302.00,45794.00,48048.00,55408.00,43540.00,46876.00,49536.00,49536.00,47214.00,51858.00,47214.00,49536.00,51858.00,44892.00,51858.00,3270888.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000063.04.01,SMART METERS REVENUE PROTECTION,18368.00,15972.00,18097.00,18097.00,17274.00,18097.00,18919.00,17274.00,18097.00,18097.00,17274.00,18919.00,17108.00,16294.00,19300.00,18461.00,17621.00,18461.00,18461.00,18461.00,18461.00,17621.00,18461.00,19300.00,17679.00,16862.00,19943.00,18209.00,19076.00,19076.00,18209.00,19943.00,19076.00,18209.00,19076.00,19076.00,19052.00,17320.00,20307.00,17839.00,20515.00,19623.00,18731.00,20515.00,18731.00,19623.00,19623.00,18731.00,20515.00,18731.00,19133.00,20212.00,21131.00,18375.00,21131.00,20212.00,19293.00,21131.00,19293.00,20212.00,21131.00,18375.00,19734.00,20818.00,20818.00,19872.00,21765.00,19872.00,20818.00,21765.00,18926.00,21765.00,1372565.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000063.08.01,RRD REV PRTCT INSIDE INVEST,7431.00,6462.00,7286.00,7286.00,6955.00,7286.00,7617.00,6955.00,7286.00,7286.00,6955.00,7620.00,6949.00,6618.00,7800.00,7461.00,7122.00,7461.00,7461.00,7461.00,7461.00,7122.00,7461.00,7800.00,7170.00,6837.00,8049.00,7348.00,7698.00,7698.00,7348.00,8049.00,7698.00,7348.00,7698.00,7698.00,7726.00,7023.00,8208.00,7198.00,8278.00,7918.00,7558.00,8278.00,7558.00,7918.00,7918.00,7558.00,8257.00,7534.00,7854.00,8032.00,8526.00,7537.00,8403.00,8217.00,7785.00,8464.00,7846.00,8094.00,8506.00,7452.00,8098.00,8274.00,8463.00,8082.00,8656.00,8145.00,8337.00,8719.00,7764.00,8656.00,554084.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000063.10.01,RRD REV PRTCT BILLER,14850.00,12913.00,14576.00,14576.00,13914.00,14576.00,15239.00,13914.00,14576.00,14576.00,13914.00,15235.00,13843.00,13184.00,15559.00,14883.00,14206.00,14883.00,14883.00,14883.00,14883.00,14206.00,14883.00,15559.00,14285.00,13622.00,16055.00,14659.00,15357.00,15357.00,14659.00,16055.00,15357.00,14659.00,15357.00,15357.00,15391.00,13991.00,16366.00,14358.00,16512.00,15794.00,15076.00,16512.00,15076.00,15794.00,15794.00,15076.00,16482.00,15041.00,15599.00,16085.00,17007.00,14973.00,16824.00,16360.00,15529.00,16916.00,15620.00,16176.00,16976.00,14844.00,16086.00,16567.00,16851.00,16089.00,17328.00,16184.00,16661.00,17423.00,15422.00,17328.00,1105599.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000072.02.01,MS SUPPORT,39072.00,34664.00,39274.00,39274.00,37489.00,39274.00,41059.00,37489.00,39274.00,39274.00,37489.00,41059.00,37134.00,35366.00,41891.00,40070.00,38248.00,40070.00,40070.00,40070.00,40070.00,38248.00,40070.00,41891.00,38377.00,36604.00,43293.00,39528.00,41411.00,41411.00,39528.00,43293.00,41411.00,39528.00,41411.00,41411.00,41359.00,37599.00,44085.00,38727.00,44536.00,42600.00,40663.00,44536.00,40663.00,42600.00,42600.00,40663.00,44536.00,40663.00,41535.00,43878.00,45872.00,39889.00,45872.00,43878.00,41883.00,45872.00,41883.00,43878.00,45872.00,39889.00,42841.00,45194.00,45194.00,43140.00,47248.00,43140.00,45194.00,47248.00,41085.00,47248.00,2978653.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000095.01.01,CB OPERATIONS ADMIN,23727.00,20596.00,23372.00,23372.00,22297.00,23372.00,24447.00,22297.00,23372.00,23372.00,22297.00,24707.00,22080.00,21015.00,24944.00,23847.00,22751.00,23847.00,23847.00,23847.00,23847.00,22751.00,23847.00,25204.00,22825.00,21758.00,25785.00,23518.00,24651.00,24651.00,23518.00,25785.00,24651.00,23518.00,24651.00,24911.00,24619.00,22356.00,26260.00,23035.00,26532.00,25366.00,24200.00,26532.00,24200.00,25366.00,25366.00,24460.00,26532.00,24200.00,24725.00,26135.00,27336.00,23734.00,27336.00,26135.00,24935.00,27336.00,24935.00,26395.00,27336.00,23734.00,25511.00,26928.00,26928.00,25691.00,28164.00,25691.00,26928.00,28164.00,24454.00,28424.00,1775263.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000101.02.02,NETWORK OPERATIONS O&M,60038.00,52163.00,59470.00,60176.00,58246.00,60881.00,63515.00,58246.00,59974.00,59974.00,56836.00,71420.00,61364.00,58556.00,69678.00,67419.00,65161.00,68125.00,68125.00,68125.00,67218.00,64254.00,66714.00,62506.00,63594.00,60511.00,71888.00,66473.00,70238.00,70238.00,67179.00,73298.00,69332.00,66272.00,68828.00,61113.00,68417.00,62106.00,73149.00,65148.00,75293.00,72146.00,69000.00,75293.00,68093.00,71240.00,70736.00,56715.00,73580.00,67086.00,69005.00,73518.00,77464.00,67741.00,77464.00,74223.00,70075.00,76557.00,69572.00,51366.00,75751.00,65827.00,71127.00,75657.00,76362.00,73024.00,79700.00,73024.00,75456.00,78794.00,68275.00,54729.00,4859866.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000101.02.03,NOC OPERATIONS O&M,73346.00,63779.00,72262.00,72262.00,68977.00,72262.00,75547.00,68977.00,72262.00,72262.00,68977.00,75547.00,68352.00,65097.00,77107.00,73755.00,70402.00,73755.00,73755.00,73755.00,73755.00,70402.00,73755.00,77107.00,70661.00,67397.00,79713.00,72781.00,76247.00,76247.00,72781.00,79713.00,76247.00,72781.00,76247.00,76247.00,76160.00,69236.00,81180.00,71313.00,82010.00,78445.00,74879.00,82010.00,74879.00,78445.00,78445.00,74879.00,82010.00,74879.00,76484.00,80798.00,84471.00,73453.00,84471.00,80798.00,77125.00,84471.00,77125.00,69760.00,84471.00,73453.00,78888.00,83222.00,83222.00,79439.00,87005.00,79439.00,83222.00,87005.00,75656.00,75966.00,5463232.00
  [+] Revenue Management & Smart Meter Network,E,UCUS.00000101.02.06,SM OPS O&M,62839.00,54828.00,61931.00,61931.00,59181.00,61931.00,64682.00,59181.00,61931.00,61931.00,59181.00,56133.00,58565.00,55843.00,65884.00,63082.00,60279.00,63082.00,63082.00,63082.00,63082.00,60279.00,63082.00,56373.00,60419.00,57694.00,67977.00,62189.00,65083.00,65083.00,62189.00,67977.00,65083.00,62189.00,65083.00,54493.00,64981.00,59203.00,69171.00,60937.00,69864.00,66888.00,63912.00,69864.00,63912.00,66888.00,66888.00,50169.00,69864.00,63912.00,65252.00,68852.00,71917.00,62722.00,71917.00,68852.00,65787.00,71917.00,65787.00,45594.00,71917.00,62722.00,67258.00,70875.00,70875.00,67718.00,74032.00,67718.00,70875.00,74032.00,64561.00,49717.00,4594207.00
